,headline,date,summary,content,link
10,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de  3,0% en diciembre impulsado por la industria manufacturera  ",24/01/2023,"​La fabricación de pasta de madera, papel y cartón fue la clase que más influyó en la variación a doce meses del sector manufacturero.  

","
Un aumento interanual y acumulado de 3,0% registró en diciembre de 2022 el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua), informó esta mañana el Instituto Nacional de Estadísticas (INE).  

El Índice de Precios de Productor Industria Manufacturera (IPPMan) fue el que más influyó en la variación a doce meses del IPP de Industrias, al incrementarse y acumular 16,2% al último mes de 2022. Fabricación de pasta de madera, papel y cartón fue la clase más influyente, con un alza de 31,0%.  

En tanto, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó un aumento a doce meses y acumulado de 7,9%. La clase que más influyó en la variación del índice fue captación, tratamiento y distribución de agua, con un crecimiento de 17,8%.   

Por último, el Índice de Precios de Productor de Minería (IPPMin) anotó una variación interanual y acumulada de -4,9%. La clase que más destacó por su incidencia negativa en la variación interanual del indicador fue extracción y procesamiento de cobre (-9,6%). 

Boletín Índice de Precios de Productor (IPP) Industrias diciembre 2022 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2023/01/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-3-0-en-diciembre-impulsado-por-la-industria-manufacturera
11,"Índice de Costos del Transporte registró una variación mensual de 0,1% en diciembre",18/01/2023,"El resultado se explicó, principalmente, por el aumento del grupo recursos humanos. 

 ","En diciembre de 2022, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 0,1%, acumulando 26,2% en el año 2022. 

La variación del mes se explicó, principalmente, por el aumento del grupo recursos humanos (0,5%), que incidió 0,169 puntos porcentuales sobre la variación mensual del ICT general. 

En tanto, servicios financieros registró una variación mensual de 1,5%, con una incidencia de 0,148 puntos porcentuales, mientras que otros servicios relativos al equipo de transporte anotó nula variación mensual a un decimal, con una incidencia de 0,004 puntos porcentuales. 

Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo presentó una variación mensual de -0,4%, con una incidencia de -0,037 puntos porcentuales. 

Finalmente, combustibles consignó una variación mensual de -0,4%, con una incidencia de -0,150 puntos porcentuales. 

Boletín Índice de Costos del Transporte (ICT) diciembre de 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2023/01/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-0-1-en-diciembre
12,"IPC de diciembre presentó un aumento mensual de 0,3%,  acumulando una variación de 12,8% en 2022",6/01/2023,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de recreación y cultura, y el descenso de transporte.","En diciembre de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,3%, acumulando un alza de 12,8% en el año y a doce meses. 

Seis de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, cinco registraron incidencias negativas y una presentó nula incidencia.

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (1,1%), con 0,247 puntos porcentuales, y recreación y cultura (2,1%), con 0,138 puntos porcentuales.

Entre las divisiones que incidieron en forma negativa destacó transporte (-0,5%), con -0,081 puntos porcentuales.

Boletín IPC diciembre 2022
Separata técnica imputaciones IPC diciembre 2022
Cuadro estadístico resultados IPC diciembre 2022",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2023/01/06/ipc-de-diciembre-presentó-un-aumento-mensual-de-0-3-acumulando-una-variación-de-12-8-en-2022
13,INE presenta modificaciones a canasta de precios en Grupo de expertos de IPC,30/12/2022,"• En el último encuentro del año se revisó la evolución del indicador durante el año 2022 y se delinearon las principales actividades que se realizarán durante el próximo año para el cambio del año base 2023 = 100 del IPC.
","Con un análisis del proceso de normalización de la recolección de precios del IPC tras el período de pandemia; además de profundizar en la evolución durante este año del indicador y su comparación con otros países, el Instituto Nacional de Estadísticas realizó la tercera y última sesión del año 2022, del Grupo de Expertos de IPC, instancia en que se busca analizar la contingencia, metodologías, las medidas y desafíos continuos en torno al indicador.
En su introducción, la directora nacional del INE, Sandra Quijada presentó algunas de las innovaciones futuras del indicador: “Este es nuestro último comité del año, y en esta oportunidad abordaremos la evolución del IPC entre enero y noviembre, y los desafíos que abordaremos en 2023, que será un año particularmente importante, pues vamos a recolectar los precios de la nueva canasta con año base 2023, y que será publicada en febrero de 2024. Como ustedes saben, la IX Encuesta de Presupuestos Familiares concluyó este año, y se ha definido un conjunto amplio de variedades de productos y servicios para comenzar con la recolección de lo que constituirá la nueva canasta del IPC. Una de las innovaciones que tendrá esta nueva canasta será el uso de la actualización 2018, de la clasificación del consumo individual por finalidades (CCIF), que trae cambios a nivel de desagregación de algunos productos y servicios, además de incorporar una nueva división vinculada a servicios financieros y seguros”, señaló.
La exposición estuvo a cargo de Cristián Copaja, jefe del Departamento de Estadística de Precios de la Subdirección Técnica, quien analizó del proceso de normalización de la recolección de precios tras el período de pandemia; además de profundizar en la evolución nacional del indicador.
Otro de los aspectos analizados fue la actualización del IPC con base 2023=100: “uno de los compromisos de Chile, cuando ingresó a la OCDE, fue actualizar la canasta en períodos de máximo 5 años; y en este contexto, de la mano de la IX Encuesta de Presupuestos Familiares que se llevó a cabo entre octubre de 2021 y septiembre de 2022, podremos actualizar la canasta de bienes y servicios, a fin de reflejar los cambios en los patrones de consumo y la estructura de gastos de la población”, señaló.
“Entre mayo y agosto de 2022 se hizo un análisis sobre la marcha blanca de la nueva EPF; entre septiembre y noviembre se hizo un primer desarrollo preliminar de variedades, y en diciembre se definió un conjunto de   variedades de bienes y servicios que comenzarán a ser recolectadas en enero del 2023. Esta es una recolección más amplia, que se irá acotando en la medida en que se determinen las ponderaciones los productos que finalmente formarán parte de la canasta IPC Base 2023=100 con la información de la IX EPF. Para la construcción de esta canasta, se consideran criterios clásicos de productos, como la presencia en 4 de los 5 quintiles, peso mínimo requerido del producto en gasto (0,02%) y un análisis de frecuencia en el consumo por parte de los hogares. La nueva canasta del indicador adoptará la nueva versión de la estructura de Clasificación de Consumo Individual por Finalidades (CCIF) versión 2018, la que contempla 13 divisiones”, señaló Cristián Copaja.
Posteriormente, el jefe del Departamento de Estadística de Precios analizó las mejoras en estudio para Paquete Turístico y Servicios de Transporte Aéreo, y la incorporación del método Scanner Data, consistente en la transferencia electrónica de datos directamente de las empresas: “actualmente, la recolección de precios para ambos productos está enfocada en la recolección de información desde páginas web y por medio del envío de encuestas a nuestros informantes de cada rubro. A lo anterior, hemos incorporado un aumento en la frecuencia de recolección mensual y nos entramos realizando una mayor cantidad de cotizaciones futuras de precios.  Respecto al uso de Scanner Data, la principal motivación de su uso en el seguimiento mensual de precios es lograr una mayor eficiencia en la producción estadística, en conjunto con reducir la necesidad de visitas presenciales y fortalecer la cooperación público-privada para el uso de registros administrativos”, finalizó.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/12/30/ine-presenta-modificaciones-a-canasta-de-precios-en-grupo-de-expertos-de-ipc
14,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 13,5% en noviembre impulsado por la industria manufacturera ",23/12/2022,"La fabricación de pasta de madera, papel y cartón fue la clase que más influyó en la variación a doce meses del sector manufacturero.  ","
Un aumento interanual de 13,5% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en noviembre de 2022, acumulando 10,3% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).   

El Índice de Precios de Productor Industria Manufacturera (IPPMan) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar un 19,6% respecto a igual mes de 2021, acumulando 16,3% a noviembre de 2022. Fabricación de pasta de madera, papel y cartón (41,0%) fue la clase más incidente en el resultado mensual.  

En tanto, el Índice de Precios de Productor de Minería (IPPMin) anotó un incremento de 10,3% en comparación con igual período del año anterior, y acumuló 6,4% al undécimo mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue extracción de minerales para la fabricación de abonos y productos químicos.

Por último, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) registró un alza de 12,9% a doce meses, acumulando 14,0% a noviembre de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un aumento de 61,3%.   

Boletín Índice de Precios de Productor (IPP) Industrias noviembre 2022 



Imagen obtenida de www.diariosustentable.cl
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/12/23/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-13-5-en-noviembre-impulsado-por-la-industria-manufacturera
15,"Índice de Costos del Transporte registró una variación mensual  de 1,9% en noviembre",20/12/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","
Un alza mensual de 1,9% presentó en noviembre de 2022 el Índice de Costos del Transporte (ICT), acumulando 26,0% al undécimo mes del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (3,9%), que incidió 1,397 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, recursos humanos registró un incremento de 0,9% respecto a octubre de 2022, con una incidencia de 0,348 pp., mientras que otros servicios relativos al equipo de transporte anotó una variación mensual de 1,0%, contribuyendo con 0,082 pp. 

Por su parte, servicios financieros presentó un alza de 0,7% en comparación con el mes anterior, aportando 0,067 pp. 

Finalmente, repuestos y accesorios para el funcionamiento y mantención del vehículo consignó una variación mensual de 0,5%, con una incidencia de 0,045 pp. 

Boletín Índice de Costos del Transporte (ICT) noviembre de 2022 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/12/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-9-en-noviembre
16,"IPC de noviembre aumentó 1,0% respecto al mes anterior  ",7/12/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de transporte, y el descenso de recreación y cultura. ","En noviembre de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 1,0%, acumulando un alza de 12,5% al undécimo mes del año, y un incremento de 13,3% a doce meses.

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice. Entre ellas destacaron alimentos y bebidas no alcohólicas (1,7%), con 0,364 puntos porcentuales (pp.), y transporte (1,3%), con 0,199 pp. 

Entre las divisiones que incidieron en forma negativa destacó recreación y cultura (-1,4%), con -0,090 pp. 

Boletín IPC noviembre 2022 
Separata técnica imputaciones IPC noviembre 2022 
Cuadro estadístico resultados IPC noviembre 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/12/07/ipc-de-noviembre-aumentó-1-0-respecto-al-mes-anterior
17,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 13,7% en octubre impulsado por la industria manufacturera",24/11/2022,"La fabricación de pasta de madera, papel y cartón fue la clase que más influyó en la variación a doce meses del sector manufacturero.  ","Un aumento interanual de 13,7% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en octubre de 2022, acumulando 10,3% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).  

El Índice de Precios de Productor Industria Manufacturera (IPPMan) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar un 24,7% respecto a igual mes de 2021, acumulando 19,2% a octubre de 2022. Fabricación de pasta de madera, papel y cartón (39,5%) fue la clase más incidente en el resultado mensual. 

En tanto, el Índice de Precios de Productor de Minería (IPPMin) anotó un incremento de 7,8% en comparación con igual período del año anterior, y acumuló 5,1% al décimo mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue extracción de minerales para la fabricación de abonos y productos químicos. 

Por último, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) registró un alza de 13,7% a doce meses, acumulando 12,6% a octubre de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un aumento de 74,3%.  

Boletín Índice de Precios de Productor (IPP) Industrias octubre 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/11/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-13-7-en-octubre-impulsado-por-la-industria-manufacturera
18,"Índice de Costos del Transporte registró una variación mensual de 2,6% en octubre",18/11/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.","En octubre de 2022, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 2,6%, acumulando 23,6% en lo que va del año.
La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (3,7%), que incidió 1,323 puntos porcentuales (pp.) sobre la variación mensual del ICT general.
En tanto, recursos humanos registró una variación mensual de 2,7%, con una incidencia de 0,986 pp., mientras que, servicios financieros anotó una variación mensual de 1,8%, con una incidencia de 0,178 pp.
Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo presentó una variación mensual de 0,7%, con una incidencia de 0,066 pp.
Finalmente, otros servicios relativos al equipo de transporte consignó una variación mensual de 0,1%, con una incidencia de 0,006 pp.
Los resultados completos del ICT correspondientes a octubre de 2022 están disponibles en www.ine.cl.

Boletín Índice de Costos del Transporte (ICT) octubre   ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/11/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-2-6-en-octubre
19,"IPC de octubre aumentó 0,5% respecto al mes anterior",8/11/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de transporte, y el descenso de equipamiento y mantención del hogar. ","En octubre de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,5%, acumulando un alza de 11,4% en lo que va del año, y una variación de 12,8% a doce meses.  

Ocho de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, tres presentaron incidencias negativas y una registró nula incidencia. 

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (0,8%), con 0,168 puntos porcentuales (pp.), y transporte (0,8%), con 0,120 pp. Entre las divisiones con descensos destacó equipamiento y mantención del hogar (-1,5%), con -0,093 pp.   

Boletín IPC octubre 2022 
Separata técnica imputaciones IPC octubre 2022
Cuadro estadístico resultados IPC octubre 



",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/11/08/ipc-de-octubre-aumentó-0-5-respecto-al-mes-anterior
20,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 17,3% en septiembre impulsado por la industria manufacturera    ",24/10/2022,La fabricación de abonos y compuestos de nitrógeno fue la clase que más influyó en la variación a doce meses del sector manufacturero.  ,"Un aumento interanual de 17,3% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en septiembre de 2022, acumulando 8,0% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).  
  El Índice de Precios de Productor Industria Manufacturera (IPPMan) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 25,2% respecto de septiembre de 2021, acumulando 17,2% en lo que va del año. Fabricación de abonos y compuestos de nitrógeno (78,3%), fue la clase más incidente en el resultado del mes.  
  En tanto, el Índice de Precios de Productor de Minería (IPPMin) anotó un incremento de 14,1% en comparación con igual período del año anterior, y acumuló 3,2% al noveno mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue extracción de minerales para la fabricación de abonos y productos químicos.  
  Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) registró un alza de 9,1% a doce meses, acumulando 7,0% a septiembre de 2022. La clase que más influyó en la variación del índice fue captación, tratamiento y distribución de agua, con un alza de 20,5%.  
  Los resultados completos del Índice de Precios de Productor (IPP) Industrias correspondientes a septiembre de 2022 están disponibles en www.ine.cl

Boletín Índice de Precios de Productor (IPP) Industrias septiembre 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/10/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-17-3-en-septiembre-impulsado-por-la-industria-manufacturera
21," Índice de Costos del Transporte registró una variación mensual de 3,1% en septiembre",19/10/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.","En septiembre de 2022, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 3,1%, acumulando 20,6% en lo que va del año.
La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (4,5%), que incidió 1,576 puntos porcentuales (pp.) sobre la variación mensual del ICT general.
En tanto, recursos humanos registró una variación mensual de 2,9%, con una incidencia de 1,059 pp., mientras que, servicios financieros anotó una variación mensual de 3,9%, con una incidencia de 0,387 pp.
Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo presentó una variación mensual de 0,8%, con una incidencia de 0,071 pp.
Finalmente, otros servicios relativos al equipo de transporte consignó nula variación mensual a un decimal, con una incidencia de 0,004 pp.
Los resultados completos del ICT correspondientes a septiembre de 2022 están disponibles en www.ine.cl.
 
Boletín Índice de Costos del Transporte (ICT) septiembre de 2022

",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/10/19/índice-de-costos-del-transporte-registró-una-variación-mensual-de-3-1-en-septiembre
22,"IPC de septiembre aumentó 0,9% respecto al mes anterior  ",7/10/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de equipamiento y mantención del hogar, y el descenso de transporte.","En septiembre de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,9%, acumulando un alza de 10,8% en lo que va del año, y una variación de 13,7% a doce meses.  

Nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y tres presentaron incidencias negativas.  

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (2,3%), con 0,488 puntos porcentuales (pp.), y equipamiento y mantención del hogar (1,9%), con 0,117 pp. Entre las divisiones con descensos destacó transporte (-0,2%), con -0,027 pp.  

Boletín IPC septiembre 2022 
Separata técnica imputaciones IPC septiembre 2022
Cuadro estadístico resultados IPC septiembre ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/10/07/ipc-de-septiembre-aumentó-0-9-respecto-al-mes-anterior
23,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 17,2% en agosto impulsado por la minería ",23/09/2022,La extracción de minerales para la fabricación de abonos y productos químicos fue la clase que más influyó en la variación a doce meses del sector minero.  ,"Un aumento interanual de 17,2% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en agosto de 2022, acumulando 8,2% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).  

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 14,2% respecto de agosto de 2021, acumulando 4,2% en lo que va del año. Extracción de minerales para la fabricación de abonos y productos químicos fue la clase más incidente en el resultado del mes.  

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 25,4% en comparación con igual período del año anterior, y acumuló 16,2% al octavo mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un aumento de 32,7%.  

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) registró un alza de 7,8% a doce meses, acumulando 5,7% a agosto de 2022. La clase que más influyó en la variación del índice fue captación, tratamiento y distribución de agua, con un 17,6%.  

Boletín Índice de Precios de Productor (IPP) Industrias agosto 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/09/23/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-17-2-en-agosto-impulsado-por-la-minería
24,"Índice de Costos del Transporte registró una variación mensual de 3,1% en agosto ",21/09/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","En agosto de 2022, el Índice de Costos del Transporte (ICT) presentó un alza mensual de 3,1%, acumulando 16,9% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El resultado del mes se explicó, principalmente, por el aumento del grupo combustibles (5,4%), que incidió 1,872 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

En tanto, recursos humanos consignó un aumento de 1,4% respecto a julio, aportando 0,525 pp., mientras que servicios financieros registró un incremento mensual de 3,7%, con una incidencia de 0,363 pp. 

Repuestos y accesorios para el funcionamiento y mantención del vehículo anotó un alza de 3,5% en comparación con el mes anterior, contribuyendo con 0,313 pp. al ICT. Por su parte, otros servicios relativos al equipo de transporte marcó un crecimiento mensual de 0,1%, incidiendo 0,007 pp. 

Boletín Índice de Costos del Transporte (ICT) agosto de 2022 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/09/21/índice-de-costos-del-transporte-registró-una-variación-mensual-de-3-1-en-agosto
25,INE realiza segunda reunión con Grupo de Expertos de IPC sobre lineamientos metodológicos y desafíos en torno al indicador,12/09/2022,"Los comités están integrados por representantes Ministerio de Hacienda, Economía, especialistas de entidades financieras y de centros de estudios, entre otros.","Este viernes 9 de septiembre, el Instituto Nacional de Estadísticas (INE) realizó la segunda reunión en lo que va de este año, del grupo de expertos de IPC, con el objetivo de analizar temas metodológicos y coyunturales del indicador, los que fueron detallados por la directora nacional del INE, Sandra Quijada, quien, junto con agradecer la participación de los expertos, resumió las materias de esta nueva cita: estado de recolección de precios, análisis de los resultados en la última coyuntura IPC de agosto, análisis resultados IPC y comparación internacional, impacto en el IPC del Copago 0 FONASA, Cambio de Año Base IPC Base 2023=100 y planificación para robustecer la recolección de los productos paquete turístico y servicio de transporte aéreo. 
La exposición estuvo a cargo del subdirector técnico del INE, Leonardo González, quien analizó cada uno de los puntos en agenda. Respecto a la recolección de datos, por ejemplo, señaló que, al comparar la cantidad de precios entre 2019 y 2022, gracias a la implementación de nuevos métodos de recolección no presenciales combinado con el retorno de procesos de recolección en terreno, la tasa de imputación ha disminuido progresivamente en el tiempo.
Respecto al análisis del IPC de agosto, en lo que va del año 2022, la variación a 12 meses de este indicador se explica principalmente, por efectos generales de la economía sobre una parte importante de los productos que conforman la canasta del IPC, más que por efectos idiosincráticos, o bien, de algún producto en particular.
En cuanto al Impacto en el IPC del Copago 0, que brinda gratuidad a las personas pertenecientes a Fonasa de los tramos C y D, es decir, con ingresos mensuales imponibles superiores a $400 mil, en la Modalidad de Atención Institucional (MAI), Leonardo González señaló que este efecto no será significativo en el IPC, ya que de la actual muestra de establecimientos donde se recolectan precios, se eliminarán de la medición aquellos hospitales públicos afectos al copago, quedando únicamente en la muestra las instituciones públicas en las cuales opere Fonasa en su Modalidad de Libre Elección (MLE).
Sobre la actualización del IPC Base 2023=100, señaló que “es una actualización que trae consigo importantes desafíos, tanto técnicos como operativos, tanto en su fase de construcción, metodología y serie referencial, como en el seguimiento mensual de la evolución de los precios de bienes y servicios. Uno de los principales cambios es la actualización del sistema de clasificación utilizado en el IPC, Clasificación del Consumo Individual por Finalidades (CCIF). Esta nueva versión de la CCIF, publicada en el año 2018, viene con múltiples cambios y actualizaciones en relación con su versión anterior de 1999. Entre ellos se encuentra la desagregación de la división 12 de “Bienes y servicios diversos” entre “Seguros y servicios financieros” y “Cuidado personal, protección social y bienes y servicios diversos””.
Finalmente, Leonardo González, afirmó que se ha trabajado en un diagnóstico dirigido a la actual recolección de los productos Servicio de Transporte Aéreo y Paquete turístico, especialmente respecto al aumento de la frecuencia de recolección mensual, la que busca complementar el levantamiento realizado actualmente, con una recolección desde los sitios web de las empresas usando métodos no tradicionales. Con esto se realizarán análisis de contraste contrafactuales con el fin de abordar, entre otros elementos, la volatilidad de estos productos.

Presentación Comité de Expertos de IPC   ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/09/12/ine-realiza-segunda-reunión-con-grupo-de-expertos-de-ipc-sobre-lineamientos-metodológicos-y-desafíos-en-torno-al-indicador
26,"IPC de agosto aumentó 1,2% respecto al mes anterior  ",8/09/2022,Destacaron las alzas de alimentos y bebidas no alcohólicas y de transporte. ,"En agosto de 2022, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 1,2%, acumulando alzas de 9,9% en lo que va del año y 14,1% a doce meses.

Las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice. Entre ellas destacaron alimentos y bebidas no alcohólicas (2,0%), con 0,423 puntos porcentuales (pp.), y transporte (1,6%), con 0,238 pp.

Boletín IPC agosto 2022 
Separata técnica agosto 2022 
Cuadro estadístico resultados IPC agosto",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/09/08/ipc-de-agosto-aumentó-1-2-respecto-al-mes-anterior
27,"Índice de Precios de Productor (IPP) Industrias anotó un alza interanual de 21,0% en julio impulsado por la minería       ",24/08/2022,La extracción de minerales para la fabricación de abonos y productos químicos fue la clase que más influyó en la variación a doce meses del sector minero.  ,"Un aumento interanual de 21,0% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en julio de 2022, acumulando 8,7% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE).  

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al crecer 18,6% respecto de julio de 2021, acumulando 4,7% en lo que va del año. Extracción de minerales para la fabricación de abonos y productos químicos fue la clase más incidente.

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó un incremento de 28,7% en comparación con igual período del año anterior, y acumuló 17,0% al séptimo mes de 2022. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, al crecer 77,5%.

Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 9,3% a doce meses, acumulando 5,4% a julio de 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 46,3%. 

Boletín Índice de Precios de Productor (IPP) Industrias julio 2022






Imagen: www.reporteminero.cl",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/08/24/índice-de-precios-de-productor-(ipp)-industrias-anotó-un-alza-interanual-de-21-0-en-julio-impulsado-por-la-minería
